Date,BNP
2021-10-27 00:00:00,92.285
2021-10-26 00:00:00,91.785
2021-10-25 00:00:00,93.795
2021-10-22 00:00:00,93.21
2021-10-21 00:00:00,93.22
2021-10-20 00:00:00,93.46
2021-10-19 00:00:00,94.695
2021-10-18 00:00:00,97.92
2021-10-15 00:00:00,96.09
2021-10-14 00:00:00,98.51
2021-10-13 00:00:00,105.02
2021-10-12 00:00:00,107.295
2021-10-11 00:00:00,106.28
2021-10-08 00:00:00,103.69
2021-10-07 00:00:00,102.79
2021-10-06 00:00:00,103.26
2021-10-05 00:00:00,100.85
2021-10-04 00:00:00,101.3
2021-10-01 00:00:00,98.78
2021-09-30 00:00:00,97.62
2021-09-29 00:00:00,96.78
2021-09-28 00:00:00,98.005
2021-09-27 00:00:00,96.41
2021-09-24 00:00:00,96.295
2021-09-23 00:00:00,94.635
2021-09-22 00:00:00,95.12
2021-09-21 00:00:00,97.125
2021-09-20 00:00:00,97.73
2021-09-17 00:00:00,83.64
2021-09-16 00:00:00,82.83
2021-09-15 00:00:00,84.13
2021-09-14 00:00:00,83.61
2021-09-13 00:00:00,83.69
2021-09-10 00:00:00,83.705
2021-09-09 00:00:00,84.445
2021-09-08 00:00:00,84.345
2021-09-07 00:00:00,83.605
2021-09-06 00:00:00,83.63
